,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_stim_n_subj.449943813,-0.002493072,0.00900012,-0.024906266,-0.006946689,-0.001223757,0.003531061,0.012212882,0.000393014
v_stim_n_subj.452249694,0.002152957,0.008281791,-0.014089325,-0.00269306,0.002050313,0.006247419,0.020543529,0.000251941
v_stim_n_subj.455194813,0.000269644,0.008830739,-0.018648339,-0.00447366,0.000566407,0.005478898,0.018154262,0.000296016
v_stim_n_subj.455717130,0.003786502,0.008834515,-0.012426548,-0.001396477,0.003347201,0.007831976,0.024232506,0.000303319
v_stim_n_subj.492518259,0.0020393,0.008692731,-0.014753407,-0.002977827,0.001752846,0.006205396,0.022029109,0.00027331
v_stim_n_subj.502901314,0.001713979,0.00770195,-0.013442872,-0.002857411,0.00167156,0.005711468,0.017955237,0.00024159
v_stim_n_subj.504663288,0.005019206,0.008823137,-0.009936964,-0.000516843,0.004342042,0.008929482,0.026823656,0.00036252
v_stim_n_subj.507157861,0.001571915,0.009042832,-0.016824917,-0.003271917,0.001683774,0.005975748,0.021181014,0.000266952
v_stim_n_subj.507740391,-0.001179332,0.008981048,-0.022498234,-0.005710213,-0.000447495,0.004630163,0.01509845,0.000343659
v_stim_n_subj.514268702,0.000395012,0.008768469,-0.018655507,-0.004020832,0.00079637,0.00533812,0.017709845,0.000265367
v_stim_n_subj.522579064,0.002210377,0.008128939,-0.013421805,-0.002465807,0.002159157,0.006158252,0.020333424,0.000262901
v_stim_n_subj.534449063,-0.001113736,0.008311897,-0.020058323,-0.005577009,-0.000392936,0.004357734,0.013936285,0.000315344
v_stim_n_subj.539422517,0.001070195,0.007652146,-0.01509272,-0.003391912,0.001282072,0.005586541,0.016448689,0.000233958
v_stim_n_subj.546064836,0.000433929,0.00884482,-0.018264688,-0.00439822,0.0009128,0.005514555,0.017441804,0.000259189
v_stim_n_subj.561564728,0.001629692,0.008285203,-0.014907983,-0.00311541,0.001570372,0.005986699,0.019736663,0.00027223
v_stim_n_subj.563121476,0.001155636,0.009021601,-0.016852333,-0.003617786,0.001306211,0.005626283,0.020244981,0.000264875
v_stim_n_subj.578711405,0.001141056,0.008687785,-0.016698266,-0.003801681,0.001291255,0.005715195,0.019154034,0.000258953
v_stim_n_subj.584470675,0.002436782,0.008062587,-0.013539227,-0.002347562,0.00236991,0.006548324,0.020340464,0.00024765
v_stim_n_subj.586071473,-0.00030633,0.008159647,-0.017843763,-0.005019274,0.000162593,0.004998887,0.015381309,0.000274745
